Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,1448.949951,1471.349976,1445.000000,1448.949951,1448.949951,590736
2022-07-25,1448.800049,1448.949951,1415.199951,1432.449951,1432.449951,333854
2022-07-26,1430.000000,1433.949951,1397.500000,1406.750000,1406.750000,492043
2022-07-27,1404.000000,1448.000000,1400.050049,1441.300049,1441.300049,707379
2022-07-28,1450.000000,1482.750000,1450.000000,1460.000000,1460.000000,767981
2022-07-29,1476.900024,1515.000000,1470.000000,1507.599976,1507.599976,768010
2022-08-01,1513.000000,1529.949951,1498.000000,1512.250000,1512.250000,812418
2022-08-02,1514.250000,1525.000000,1418.550049,1464.099976,1464.099976,2960220
2022-08-03,1469.900024,1476.099976,1410.900024,1425.699951,1425.699951,925362
2022-08-04,1434.699951,1439.949951,1369.949951,1391.400024,1391.400024,1390703
2022-08-05,1399.000000,1404.349976,1370.550049,1373.849976,1373.849976,671060
2022-08-08,1370.099976,1381.000000,1357.000000,1366.699951,1366.699951,813983
2022-08-10,1374.000000,1374.000000,1343.099976,1347.150024,1347.150024,890021
2022-08-11,1360.000000,1391.449951,1358.099976,1361.050049,1361.050049,960508
2022-08-12,1366.800049,1372.000000,1350.550049,1354.550049,1354.550049,480073
2022-08-16,1355.949951,1375.949951,1351.349976,1363.099976,1363.099976,592117
2022-08-17,1368.000000,1417.800049,1359.900024,1390.250000,1390.250000,1722808
2022-08-18,1390.000000,1417.400024,1380.050049,1407.250000,1407.250000,746107
2022-08-19,1410.000000,1416.099976,1355.199951,1364.599976,1364.599976,728468
2022-08-22,1354.000000,1358.949951,1300.000000,1302.500000,1302.500000,756137
2022-08-23,1293.650024,1326.800049,1285.150024,1323.050049,1323.050049,477912
2022-08-24,1321.000000,1349.449951,1320.000000,1346.150024,1346.150024,420235
2022-08-25,1350.000000,1402.750000,1348.050049,1382.650024,1382.650024,900091
2022-08-26,1387.500000,1400.800049,1377.099976,1384.550049,1384.550049,327732
2022-08-29,1337.500000,1364.400024,1305.000000,1348.050049,1348.050049,370498
2022-08-30,1357.800049,1414.000000,1350.300049,1407.699951,1407.699951,662477
2022-09-01,1402.500000,1441.000000,1384.550049,1425.349976,1425.349976,874293
2022-09-02,1436.800049,1451.000000,1415.000000,1418.849976,1418.849976,493223
2022-09-05,1425.949951,1446.000000,1418.849976,1428.599976,1428.599976,245924
2022-09-06,1438.000000,1444.949951,1413.099976,1421.349976,1421.349976,194629
2022-09-07,1414.000000,1439.550049,1410.099976,1436.099976,1436.099976,262989
2022-09-08,1442.000000,1445.000000,1415.000000,1418.550049,1418.550049,321060
2022-09-09,1433.800049,1442.900024,1365.400024,1409.500000,1409.500000,383611
2022-09-12,1419.949951,1483.500000,1412.000000,1459.599976,1459.599976,1261085
2022-09-13,1470.000000,1472.000000,1436.050049,1442.000000,1442.000000,587064
2022-09-14,1413.099976,1427.000000,1391.000000,1417.000000,1417.000000,799051
2022-09-15,1417.000000,1420.900024,1373.050049,1390.699951,1390.699951,681165
2022-09-16,1390.000000,1405.000000,1316.099976,1331.000000,1331.000000,986266
2022-09-19,1332.000000,1339.900024,1306.000000,1308.599976,1308.599976,575862
2022-09-20,1316.000000,1343.150024,1302.099976,1311.349976,1311.349976,535067
2022-09-21,1301.099976,1318.650024,1272.400024,1282.199951,1282.199951,688949
2022-09-22,1272.000000,1286.449951,1243.000000,1255.750000,1255.750000,1102754
2022-09-23,1255.000000,1256.000000,1223.599976,1227.949951,1227.949951,526101
2022-09-26,1219.000000,1219.000000,1156.750000,1165.300049,1165.300049,837217
2022-09-27,1170.000000,1173.849976,1131.000000,1154.599976,1154.599976,1071820
2022-09-28,1151.000000,1180.000000,1142.900024,1155.250000,1155.250000,766298
2022-09-29,1170.000000,1187.400024,1141.000000,1162.000000,1162.000000,779808
2022-09-30,1160.000000,1206.400024,1149.050049,1193.900024,1193.900024,727351
2022-10-03,1201.800049,1217.300049,1155.000000,1164.349976,1164.349976,652772
2022-10-04,1193.000000,1213.550049,1180.150024,1208.099976,1208.099976,558704
2022-10-06,1225.000000,1246.900024,1220.000000,1230.400024,1230.400024,611141
2022-10-07,1231.099976,1234.199951,1210.000000,1226.949951,1226.949951,386812
2022-10-10,1211.000000,1226.000000,1203.550049,1218.849976,1218.849976,256184
2022-10-11,1214.000000,1224.599976,1171.800049,1175.500000,1175.500000,545869
2022-10-12,1181.400024,1200.949951,1168.000000,1198.900024,1198.900024,533880
2022-10-13,1195.000000,1203.099976,1176.000000,1180.800049,1180.800049,297584
2022-10-14,1204.900024,1208.000000,1175.900024,1178.949951,1178.949951,346664
2022-10-17,1178.949951,1190.900024,1151.500000,1186.949951,1186.949951,479423
2022-10-18,1192.900024,1212.000000,1190.000000,1204.599976,1204.599976,556958
2022-10-19,1206.099976,1230.000000,1202.199951,1215.949951,1215.949951,567060
2022-10-20,1206.000000,1209.550049,1181.349976,1206.699951,1206.699951,459710
2022-10-21,1210.449951,1225.000000,1190.500000,1203.150024,1203.150024,343086
