Date,Open,High,Low,Close,Adj Close,Volume
2022-07-21,132.800003,133.500000,131.800003,133.000000,129.904770,1162885
2022-07-22,133.500000,133.899994,131.600006,132.399994,129.318726,522122
2022-07-25,132.250000,132.399994,128.449997,129.699997,126.681557,664096
2022-07-26,130.699997,131.600006,127.750000,128.550003,125.558327,755888
2022-07-27,129.000000,130.149994,127.800003,128.600006,125.607170,1009820
2022-07-28,130.000000,130.649994,128.100006,130.250000,127.218765,1194554
2022-07-29,130.250000,134.500000,130.250000,134.149994,131.028000,2174475
2022-08-01,134.500000,138.899994,133.100006,138.399994,135.179092,5325316
2022-08-02,135.699997,137.000000,134.699997,136.600006,133.420990,620785
2022-08-03,135.550003,138.350006,133.850006,135.649994,132.493088,683378
2022-08-04,134.750000,137.100006,134.050003,136.199997,133.030289,1262561
2022-08-05,135.899994,139.000000,133.649994,136.250000,133.079132,1317295
2022-08-08,136.100006,137.500000,135.000000,136.449997,133.274475,397454
2022-08-10,136.449997,136.500000,133.500000,133.850006,130.734985,428853
2022-08-11,134.899994,136.000000,132.050003,132.699997,129.611740,806707
2022-08-12,133.500000,139.649994,133.500000,139.250000,136.009308,1498255
2022-08-16,141.199997,142.000000,136.100006,139.899994,136.644180,2185259
2022-08-17,140.000000,140.750000,138.800003,139.649994,136.399994,619785
2022-08-18,138.500000,138.500000,134.649994,135.500000,135.500000,1916253
2022-08-19,138.000000,138.600006,134.100006,134.550003,134.550003,1781014
2022-08-22,134.500000,134.500000,129.800003,131.899994,131.899994,1527256
2022-08-23,131.649994,134.100006,130.100006,133.750000,133.750000,1283172
2022-08-24,135.149994,137.350006,134.750000,136.000000,136.000000,1855387
2022-08-25,137.199997,138.100006,136.100006,136.550003,136.550003,1669671
2022-08-26,136.800003,138.149994,136.050003,136.649994,136.649994,840695
2022-08-29,133.100006,136.500000,131.550003,135.800003,135.800003,872863
2022-08-30,137.800003,139.800003,137.649994,138.550003,138.550003,763284
2022-09-01,134.699997,136.149994,134.199997,134.750000,134.750000,940065
2022-09-02,134.600006,135.699997,132.300003,132.649994,132.649994,1229992
2022-09-05,133.000000,133.850006,132.649994,133.399994,133.399994,405275
2022-09-06,133.500000,134.100006,131.699997,132.100006,132.100006,735035
2022-09-07,131.399994,132.899994,130.050003,132.550003,132.550003,924058
2022-09-08,132.300003,134.100006,131.500000,131.850006,131.850006,1116207
2022-09-09,131.649994,134.100006,131.649994,133.949997,133.949997,1288494
2022-09-12,134.800003,135.300003,133.600006,134.000000,134.000000,496652
2022-09-13,134.050003,135.050003,133.550003,133.850006,133.850006,941908
2022-09-14,132.500000,134.000000,131.550003,133.199997,133.199997,339327
2022-09-15,134.000000,134.350006,132.050003,132.600006,132.600006,645470
2022-09-16,130.649994,132.000000,130.000000,131.199997,131.199997,925212
2022-09-19,132.300003,134.250000,129.750000,130.449997,130.449997,2828307
2022-09-20,131.000000,133.600006,131.000000,133.199997,133.199997,410494
2022-09-21,131.600006,133.100006,130.100006,130.850006,130.850006,620594
2022-09-22,130.100006,130.800003,128.100006,128.699997,128.699997,499392
2022-09-23,128.899994,129.050003,127.500000,128.649994,128.649994,714724
2022-09-26,127.949997,128.850006,122.599998,123.449997,123.449997,1192374
2022-09-27,124.500000,127.849998,123.800003,124.500000,124.500000,978167
2022-09-28,124.449997,124.449997,121.500000,122.599998,122.599998,869853
2022-09-29,123.199997,128.100006,123.199997,126.599998,126.599998,1137383
2022-09-30,126.500000,132.350006,125.550003,126.849998,126.849998,1446054
2022-10-03,131.399994,134.899994,130.850006,132.350006,132.350006,4055985
2022-10-04,134.399994,135.000000,131.800003,133.899994,133.899994,466392
2022-10-06,136.000000,136.399994,132.449997,132.699997,132.699997,998013
2022-10-07,132.000000,134.199997,131.149994,134.050003,134.050003,794639
2022-10-10,132.500000,133.949997,132.100006,133.250000,133.250000,491501
2022-10-11,133.000000,133.399994,130.300003,131.100006,131.100006,3825378
2022-10-12,131.100006,131.949997,129.149994,131.399994,131.399994,523013
2022-10-13,130.750000,131.800003,127.650002,129.800003,129.800003,670672
2022-10-14,131.649994,132.449997,127.199997,127.599998,127.599998,543116
2022-10-17,126.949997,128.199997,125.900002,127.800003,127.800003,3623118
2022-10-18,128.050003,129.100006,127.599998,128.699997,128.699997,357010
2022-10-19,128.699997,128.699997,127.500000,127.699997,127.699997,275095
2022-10-20,127.000000,130.899994,125.849998,129.699997,129.699997,487365
