Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,1296.000000,1311.000000,1277.000000,1302.300049,1302.300049,134176
2022-07-25,1302.099976,1302.300049,1266.000000,1277.550049,1277.550049,23754
2022-07-26,1278.000000,1283.099976,1268.250000,1279.699951,1279.699951,92587
2022-07-27,1280.000000,1300.599976,1270.000000,1274.199951,1274.199951,42851
2022-07-28,1276.500000,1282.449951,1270.000000,1272.349976,1272.349976,25349
2022-07-29,1309.000000,1309.000000,1264.000000,1278.599976,1278.599976,226290
2022-08-01,1285.300049,1294.250000,1270.000000,1281.500000,1281.500000,144460
2022-08-02,1289.500000,1295.000000,1271.000000,1277.900024,1277.900024,99061
2022-08-03,1284.599976,1287.000000,1266.000000,1278.699951,1278.699951,162881
2022-08-04,1286.599976,1286.599976,1261.650024,1278.650024,1278.650024,75441
2022-08-05,1286.550049,1286.550049,1270.000000,1279.800049,1279.800049,41679
2022-08-08,1294.000000,1295.000000,1270.000000,1275.000000,1275.000000,61755
2022-08-10,1276.000000,1280.000000,1270.000000,1271.550049,1271.550049,59310
2022-08-11,1284.500000,1284.500000,1267.199951,1269.900024,1269.900024,27223
2022-08-12,1276.000000,1280.750000,1271.000000,1278.400024,1278.400024,69740
2022-08-16,1270.000000,1282.000000,1267.099976,1276.550049,1276.550049,28231
2022-08-17,1280.900024,1291.000000,1273.500000,1274.500000,1274.500000,156295
2022-08-18,1279.000000,1280.949951,1256.000000,1260.750000,1260.750000,43415
2022-08-19,1268.550049,1305.000000,1260.750000,1297.150024,1297.150024,573754
2022-08-22,1311.949951,1322.949951,1285.000000,1297.150024,1297.150024,71817
2022-08-23,1297.000000,1310.000000,1280.000000,1296.150024,1296.150024,48817
2022-08-24,1286.000000,1341.000000,1285.949951,1324.650024,1324.650024,257355
2022-08-25,1331.599976,1358.449951,1308.050049,1345.750000,1345.750000,154248
2022-08-26,1354.250000,1369.000000,1321.349976,1333.250000,1333.250000,74744
2022-08-29,1320.000000,1367.599976,1295.250000,1353.400024,1353.400024,205022
2022-08-30,1359.000000,1373.050049,1335.000000,1369.949951,1369.949951,104982
2022-09-01,1369.000000,1382.849976,1345.000000,1376.400024,1376.400024,66453
2022-09-02,1376.400024,1378.000000,1342.000000,1354.099976,1354.099976,70595
2022-09-05,1354.099976,1370.150024,1340.000000,1346.300049,1346.300049,33949
2022-09-06,1352.050049,1356.949951,1336.099976,1346.900024,1346.900024,28802
2022-09-07,1347.500000,1386.500000,1345.000000,1381.849976,1381.849976,51358
2022-09-08,1389.099976,1424.000000,1372.449951,1416.949951,1416.949951,83111
2022-09-09,1424.400024,1427.500000,1387.000000,1393.800049,1393.800049,46448
2022-09-12,1399.000000,1400.449951,1360.000000,1384.900024,1384.900024,95830
2022-09-13,1390.000000,1406.000000,1380.449951,1397.150024,1397.150024,31559
2022-09-14,1377.900024,1395.150024,1344.000000,1357.349976,1357.349976,49190
2022-09-15,1363.900024,1367.800049,1302.500000,1307.800049,1307.800049,77052
2022-09-16,1296.000000,1339.000000,1265.000000,1279.949951,1279.949951,154618
2022-09-19,1286.699951,1288.000000,1239.000000,1267.199951,1267.199951,68335
2022-09-20,1277.949951,1290.000000,1239.000000,1282.949951,1282.949951,263232
2022-09-21,1289.699951,1304.800049,1260.000000,1265.599976,1265.599976,75377
2022-09-22,1260.000000,1275.050049,1237.000000,1272.199951,1272.199951,66388
2022-09-23,1275.099976,1278.599976,1254.250000,1269.349976,1269.349976,46140
2022-09-26,1261.500000,1291.500000,1257.849976,1282.199951,1282.199951,72709
2022-09-27,1272.900024,1282.500000,1250.550049,1257.400024,1257.400024,40693
2022-09-28,1246.000000,1263.699951,1232.400024,1246.849976,1246.849976,28729
2022-09-29,1263.199951,1285.050049,1241.000000,1272.949951,1272.949951,21439
2022-09-30,1268.849976,1292.800049,1243.949951,1272.449951,1272.449951,31449
2022-10-03,1278.849976,1303.000000,1260.900024,1286.900024,1286.900024,358909
2022-10-04,1300.000000,1308.500000,1279.000000,1283.449951,1283.449951,51133
2022-10-06,1289.900024,1293.900024,1265.000000,1267.349976,1267.349976,23936
2022-10-07,1273.699951,1273.699951,1246.000000,1260.349976,1260.349976,48752
2022-10-10,1248.900024,1279.000000,1239.599976,1268.800049,1268.800049,44100
2022-10-11,1263.900024,1285.599976,1250.050049,1272.199951,1272.199951,57595
2022-10-12,1278.599976,1278.599976,1249.000000,1253.650024,1253.650024,19828
2022-10-13,1259.949951,1270.000000,1241.000000,1255.300049,1255.300049,20905
2022-10-14,1261.599976,1283.400024,1246.650024,1275.949951,1275.949951,48377
2022-10-17,1264.400024,1281.500000,1250.000000,1257.449951,1257.449951,21283
2022-10-18,1248.000000,1274.000000,1242.699951,1264.750000,1264.750000,53726
2022-10-19,1270.099976,1274.900024,1230.150024,1241.400024,1241.400024,35782
2022-10-20,1238.150024,1257.000000,1229.300049,1238.949951,1238.949951,67210
2022-10-21,1245.000000,1254.000000,1228.000000,1232.349976,1232.349976,26482
