Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,1051.050049,1054.900024,1026.050049,1031.250000,951.250000,110312
2022-07-25,1024.000000,1024.000000,976.400024,982.049988,982.049988,87884
2022-07-26,970.000000,976.000000,948.000000,950.700012,950.700012,77682
2022-07-27,941.200012,967.200012,935.049988,955.500000,955.500000,74414
2022-07-28,964.000000,967.000000,941.049988,947.450012,947.450012,32035
2022-07-29,950.250000,962.299988,942.000000,951.799988,951.799988,25492
2022-08-01,955.000000,961.200012,941.250000,956.450012,956.450012,11133
2022-08-02,1040.000000,1040.000000,996.000000,1005.599976,1005.599976,170149
2022-08-03,1005.599976,1027.000000,1002.000000,1015.900024,1015.900024,39804
2022-08-04,1015.099976,1020.849976,997.950012,1009.099976,1009.099976,28233
2022-08-05,1010.000000,1019.700012,1006.099976,1013.750000,1013.750000,18988
2022-08-08,1008.000000,1028.250000,1005.950012,1024.199951,1024.199951,23695
2022-08-10,1033.000000,1033.000000,1016.000000,1020.099976,1020.099976,36958
2022-08-11,1029.900024,1035.699951,1019.450012,1025.900024,1025.900024,33329
2022-08-12,1028.000000,1040.000000,1021.700012,1031.900024,1031.900024,17077
2022-08-16,1031.000000,1048.000000,1030.500000,1035.900024,1035.900024,33852
2022-08-17,1042.150024,1049.900024,1037.550049,1047.949951,1047.949951,35016
2022-08-18,1047.000000,1062.000000,1040.300049,1053.250000,1053.250000,21778
2022-08-19,1059.699951,1059.750000,1040.000000,1046.300049,1046.300049,17419
2022-08-22,1030.000000,1043.000000,1026.650024,1039.800049,1039.800049,13274
2022-08-23,1035.949951,1038.849976,1022.000000,1031.949951,1031.949951,9003
2022-08-24,1030.099976,1043.599976,1025.500000,1035.199951,1035.199951,9470
2022-08-25,1045.000000,1045.000000,1028.050049,1030.150024,1030.150024,8239
2022-08-26,1030.199951,1038.949951,1022.000000,1025.349976,1025.349976,7567
2022-08-29,1015.000000,1024.949951,1007.000000,1014.900024,1014.900024,8433
2022-08-30,1024.000000,1037.000000,1016.799988,1031.099976,1031.099976,16959
2022-09-01,1015.650024,1049.949951,1015.650024,1023.750000,1023.750000,20335
2022-09-02,1032.000000,1032.000000,1017.349976,1024.949951,1024.949951,19028
2022-09-05,1032.000000,1050.000000,1025.050049,1045.699951,1045.699951,22698
2022-09-06,1050.000000,1074.900024,1042.800049,1066.500000,1066.500000,43674
2022-09-07,1062.949951,1071.400024,1054.599976,1066.050049,1066.050049,16221
2022-09-08,1075.000000,1085.000000,1064.000000,1069.300049,1069.300049,18440
2022-09-09,1080.000000,1082.000000,1065.000000,1071.500000,1071.500000,12749
2022-09-12,1080.000000,1080.000000,1067.349976,1072.550049,1072.550049,13744
2022-09-13,1072.550049,1083.000000,1063.000000,1076.650024,1076.650024,18455
2022-09-14,1057.000000,1088.000000,1057.000000,1085.949951,1085.949951,37107
2022-09-15,1085.000000,1204.900024,1081.150024,1170.800049,1170.800049,462641
2022-09-16,1168.900024,1198.000000,1095.099976,1106.949951,1106.949951,126438
2022-09-19,1123.599976,1167.000000,1107.400024,1134.949951,1134.949951,66572
2022-09-20,1144.000000,1154.000000,1122.050049,1129.300049,1129.300049,24707
2022-09-21,1121.000000,1139.750000,1113.000000,1119.250000,1119.250000,47394
2022-09-22,1110.000000,1142.000000,1110.000000,1131.849976,1131.849976,58799
2022-09-23,1137.900024,1137.900024,1100.500000,1105.949951,1105.949951,58391
2022-09-26,1129.000000,1129.000000,1070.000000,1078.000000,1078.000000,48307
2022-09-27,1063.000000,1077.949951,1040.000000,1048.300049,1048.300049,47932
2022-09-28,1040.000000,1048.199951,1015.000000,1021.700012,1021.700012,35252
2022-09-29,1024.900024,1121.699951,1015.049988,1022.049988,1022.049988,13763
2022-09-30,1029.000000,1043.300049,1002.250000,1031.500000,1031.500000,10820
2022-10-03,1031.500000,1047.849976,1000.000000,1009.500000,1009.500000,31747
2022-10-04,1018.000000,1048.000000,1018.000000,1038.500000,1038.500000,17229
2022-10-06,1031.000000,1050.000000,1031.000000,1044.849976,1044.849976,13125
2022-10-07,1044.900024,1050.000000,1025.150024,1033.599976,1033.599976,8944
2022-10-10,1033.000000,1033.599976,1016.099976,1020.799988,1020.799988,8746
2022-10-11,1015.099976,1031.000000,1015.000000,1018.400024,1018.400024,8147
2022-10-12,1027.949951,1027.949951,1015.000000,1020.849976,1020.849976,8427
2022-10-13,1015.099976,1031.050049,1010.000000,1018.500000,1018.500000,10340
2022-10-14,1027.699951,1030.400024,1011.099976,1015.849976,1015.849976,6168
2022-10-17,1014.950012,1029.000000,1007.000000,1019.049988,1019.049988,6808
2022-10-18,1028.000000,1036.449951,1020.000000,1028.550049,1028.550049,7450
2022-10-19,1036.800049,1042.800049,1029.000000,1030.349976,1030.349976,6396
2022-10-20,1032.949951,1032.949951,1018.000000,1025.500000,1025.500000,3607
2022-10-21,1033.500000,1033.500000,1011.150024,1016.450012,1016.450012,5832
